,cell1_cu_watts,cell1_du_watts,cell1_ru_watts,cell1_cu_joules,cell1_du_joules,cell1_ru_joules,cell1_total_watts,cell1_total_joules,cell2_cu_watts,cell2_du_watts,cell2_ru_watts,cell2_cu_joules,cell2_du_joules,cell2_ru_joules,cell2_total_watts,cell2_total_joules
2025-09-29 15:22:45,0.055545733415087124,13.664250420139219,51.3,27600.164468,143841.038818,24051.5,65.0197961535543,195492.703286,0.055545733415087124,14.275253487688756,50.7,27600.164468,154138.423294,23899.5,65.03079922110385,205638.087762
2025-09-29 15:22:50,0.06291205517592786,13.777740083555381,51.3,27600.525201,143914.201777,24308.0,65.14065213873131,195822.72697800002,0.06291205517592786,15.413453518120921,50.9,27600.525201,154214.198899,24154.0,66.37636557329685,205968.72410000002
2025-09-29 15:22:55,0.0787149611257024,13.853833158123624,51.1,27600.879872,143982.15896799997,24563.5,65.03254811924933,196146.53883999996,0.0787149611257024,13.932548119265432,50.9,27600.879872,154285.622712,24408.5,64.91126308039114,206295.002584
2025-09-29 15:23:00,0.049361132768712054,12.58708885597584,51.3,27601.184450999997,144045.184002,24820.0,63.93644998874455,196466.368453,0.049361132768712054,12.34028319211909,50.9,27601.184450999997,154350.173084,24663.0,63.2896443248878,206614.35753500002
2025-09-29 15:23:05,0.05635688486966696,13.52565236866369,51.1,27601.55209,144119.556839,25075.5,64.68200925353335,196796.608929,0.05635688486966696,14.427362526552733,50.6,27601.55209,154426.61412800002,24916.0,65.08371941142241,206944.16621800003
2025-09-29 15:23:10,0.054243466163603773,13.506623074758306,51.2,27601.908388,144192.44760400002,25331.5,64.76086654092191,197125.85599200003,0.054243466163603773,13.940570804057273,51.0,27601.908388,154502.047896,25171.0,64.99481427022087,207274.956284
2025-09-29 15:23:15,0.06508507283454569,12.626504129833052,51.0,27602.318945,144263.22772300002,25586.5,63.6915892026676,197452.04666800002,0.06508507283454569,12.821759348351858,50.9,27602.318945,154571.788141,25425.5,63.7868444211864,207599.607086
2025-09-29 15:23:20,0.0,14.027538956478166,51.2,27602.611956999997,144333.929557,25842.5,65.22753895647817,197779.04151399998,0.0,13.837977619224267,50.9,27602.611956999997,154641.66843700001,25680.0,64.73797761922427,207924.280394
2025-09-29 15:23:25,0.4580709354463572,14.085681264973285,51.0,27603.327494999998,144397.889072,26097.5,65.54375220041965,198098.716567,0.4580709354463572,14.142940131894928,50.6,27603.327494999998,154705.441525,25933.0,65.20101106734128,208241.76902
2025-09-29 15:23:30,0.0481776159272092,11.321739742897448,51.3,27603.672483000002,144468.682252,26354.0,62.669917358824655,198426.354735,0.0481776159272092,12.381647293302622,50.9,27603.672483000002,154778.40239,26187.5,63.32982490922983,208569.574873
2025-09-29 15:23:35,0.12030462020881819,13.835031324022298,51.2,27604.094000999998,144545.004976,26610.0,65.15533594423113,198759.098977,0.12030462020881819,13.955335944233852,50.9,27604.094000999998,154852.73786,26442.0,64.97564056444267,208898.83186099998
2025-09-29 15:23:40,0.07168145409553171,13.834520640452292,51.2,27604.391847,144615.042718,26866.0,65.10620209454783,199085.434565,0.07168145409553171,12.759298829007907,50.7,27604.391847,154922.920422,26695.5,63.53098028310344,209222.812269
2025-09-29 15:23:45,0.09490286607469882,14.045624179064058,51.2,27604.815828,144686.883034,27122.0,65.34052704513876,199413.698862,0.09490286607469882,13.381304116543323,50.9,27604.815828,154993.96634400001,26950.0,64.37620698261802,209548.782172
